;author_id;username;author_followers;author_description;author_location
23638;68175568;biammb;389;🙏🏻🏊🏻‍♀️💚💛🇧🇷🇮🇱🇱🇷🏊🏻‍♀️🙏🏻😎;Brasil/EUA
23639;1109617860190617600;Gilbert08615871;64;FAB, EEAER, UFAM, UFPR, SENAI;
23640;143521023;Tataorj;2039;Católico e Patriota. Que Deus abençoe o Brasil.;
23641;2919477429;mig_stark;703;;Sao Paulo, Brazil
23642;1055879170515968000;Brasildeamor;3426;;Minas Gerais, Brasil
23643;248874532;macedolei;2797;Quando tudo falhar,continuas crendo pois nesta hora a providência divina agirá.( cristão);De uma estrela qualquer
23644;87818999;jaqueararipe;718;;
23645;1293219485755879425;PafDroa;568;Conservadores, cristãos, família, Brasil.;
23647;1029354728;joaoteixeira578;978;A esquerda não ama o pobre, Ama a pobreza, pois dela se alimenta.;Rio de Janeiro, Brasil
23649;1349018750314565632;Antonio29593012;2;;
23650;1120875350186176512;auane_t;80;tenho 24 anos, mudo de opinião toda hora, meu ritmo preferido é samba, como tudo com farofa. sou totalmente brasileira.;
23652;929321387864612864;kiitkaath_;598;Gateira. 34 anos. Curte uns 🤘da antiga. Unifespiana de alma. Uspiana de coração.👩🏻‍⚕️;São Paulo, Brasil
23653;713763496903720961;sailorbaozi;795;uso icon de anime puramente para despistar coleguinhas da vida real e reclamar em paz - ela/she;sp, brazil zil zil zil 🇧🇷
23655;75822964;jessfsales;4939;“A luz que me guia é bem mais forte que os olhos que me cercam...” 💭✨✝️;
23657;16539200;mariana_pereira;748;Escritora, coordenadora editorial na #TulipaEditora, mãe de um Shih Tzu cheio de opinião e amiga do Barack Obama!;Brasil
23658;2590561405;goodbyegate;358;engenheiro de dados.;
23659;799215254;poxanovais;551;Olá stalker;Valinhos, Brasil
23660;221843765;karaqueisso;78;;
23668;206707301;capitcho_cpt;295;Too young to die too old for this sh*t.;França
23672;1315711969454886913;RonyereGuilher2;18;Um apreciador do mar.;
23673;142738596;sergio_zinho;18;;Brasil
23675;204440359;naymudesto;137;;Brazil
23676;54216240;sayuriarake;181;Pessoa em tecnologia feminista que ama gatos || ela/she;Brasil
23678;83395247;camilasmiran87;76;Meu Twitter minhas regras!!;São Paulo
23679;1019540773090586624;robsonrois;764;Sagitarianamente louco, triste, mal e as vezes com tesão.;Belo Horizonte, Brazil
23680;212324615;bnoschang;166;Pai do Bernardo e do Benício, esposo da Marta e Gremista de coração 💙🖤🤍;Porto Alegre-RS
23682;768461236208009216;lorraneBu;304;🐱😘;Minas Gerais, Brasil
23683;1266056748068229126;mundoinvertdo;7;O que sabemos é uma gota, o que ignoramos é um oceano 💧🌊;
23685;430994824;oneonlyflower;830;RBD (2006) • Kristen Stewart and Robert Pattinson (2008) • Bruno Mars (2010) • One Direction (2016) • Zendaya and Tom Holland (2021);Salvador, Brasil
23688;479986020;CPRA_;156;;SP
23690;1963246040;rl_gemedora;212;Asas batendo, marcha de decolagem, turbinas e ja!!!;
23693;166994257;amandarpitta;39;;São Paulo
23697;55379733;SilviaBallan;1261;Mãe e apaixonada! Todos os dias a bicicleta faz nosso tempo existir. INSTA: @silviaenina @chegueidebike;Tangamandapio
23708;1112379139250634753;raultavaresl;1104;coisas aleatórias da minha cabeça e fotos de bichinhos;Sao Paulo, Brazil
23709;862786137080909825;richaro_;19;vibe check;Tilambuco
23711;168792294;oigabipires;609;neomarxista&pós-moderna&neoliberal disfarçada;Belo Horizonte
23714;48465364;laulalilaulalu;836;an;Brasil
23715;442994585;ThacianeLorenzo;1574;med vet de goias que cuida de pinto nos eua;
23716;142915904;orodolfomelo;113;Escritor frustrado, funcionário público entediado e matemático não praticante.;DF
23719;22550859;danielmedinarj;141;;Rio de Janeiro 
23722;1081235468736495616;milliandrade_;203;não sei, só sei que foi assim;Sergipe, Brasil
23723;221400765;MauroZilli;1208;Sou o novo, sou o antigo, sou o que não tem tempo, o que sempre esteve vivo, mas nem sempre atento.;Sao Paulo, Brazil
23727;773307817;hey_littlered;142;Live, laugh, live me alone;Brasil - Belo Horizonte
23728;712940514;Letsdream__;786;;Lorien
23730;1001789334;gigasleo;409;entendido em biologia;São Paulo, Brasil
23731;3813753015;milagdeus;119;🌊❤️🌻☀️;Brasil
23735;57640590;Titisimao;1340;Bancário, graduado em tecnologia e gestão de recursos humanos com MBA em gestão de pessoas. Apaixonado pela vida e grato a Deus por tudo, tudo…;São Paulo
23742;109258719;TweetsDoAlan;1293;bastante nada;São Paulo
23743;148417443;leomarconi;608;going the extra mile;São Paulo
23747;957695514262360064;leticiamtrs;142;;Natal
23749;3082651888;_ylocin;440;As vezes nos 220, as vezes no off.;No chão
23752;758140508384399360;Gabineve_s;557;vaza fi;puta que o pariu
23753;1116368660900323328;verointernet;680;Eu sou Veríssimo, especialista da Vero. Estou aqui para te ajudar, dar dicas e te atender. Qualquer coisa é só me chamar! 😉 Atendimento por aqui: das 9h às 18h;Minas Gerais
23757;1313064065850396675;Koliverp1;1;Kah 🌸;
23761;939672626221297665;nikoridesu;119;projeto de psiquiatra, agora FINALMENTE R3 // aqui eu falo principalmente do meu trabalho e reclamo, reclamo muito;Curitiba, Brasil
23762;65185289;RaulMesquita;553;• 100% ator •87% publicitário • VIVA O PROUNI •1000% apaixonado por meus gatos • Teatro • Música • Dança • Arte •;
23763;1180453360547303424;jocanetoo;15241;Economia | Insper;Sao Paulo, Brazil
23764;1268757263738683392;slylmjnara;148;INFJ • slytherin • quero o privilégio da sua sentada @comousarsaporra ♥️;
23767;199845262;MarumAlexandre;4102;Jornalista 🚩🚩🚩 🚩🚩🚩🚩🚩🚩🚩https://t.co/QkAdXk04jW;Rio de Janeiro
23770;2950285349;unnotedme;2199;queerness, veganism, software engineering, art, communism and cats (they/them);Kjipuktuk, Canada
23772;179133283;Marina_Maranhao;1159;Futebol e outros assuntos;Recife, PE
23773;67889241;leomalafaia;395;Vou mostrando como sou 👁‍🗨 Vencedor do Prix Varenne 2020 👁‍🗨 #photojournalist | #filmmaker  👁‍🗨 Collaborator: @afpphoto | @everydaybrasil;Brasil
23775;964961918460014592;HenriqueMrciod3;5;.;.
23776;74173629;toniebm;141;Um bom samaritano, um atleta terrível, com um humor um pouco ácido, mas extremamente abençoado.🙌✝️PS: Não me arrependo de nada do que você vê aqui! 🤫;Recife, Brasil
23777;1008551521041166338;Teffynhos;152;;
23778;547868908;thaliiiiiita;140;aiai como eu me iludodessa vez eu viajei;Uberlândia, Brasil
23781;1056966484562468869;PasoldWalmir;199;;Pomerode, Brasil
23783;1248644996754006016;_fgohan;788;Jamais mude a sua direção para agradar o vento!19 y.o.;Belo Horizonte, Brasil
23784;1036040111547457539;naommyyyyyy;151;n faz mao eu to carente mas eu to legal;
23785;236832056;cabralbn;872;Paraense morena cor de jambo, Dona e proprietária do Sul do Pará. 💗séries e programas de tv ruins 🎬Sem filme na máquina, vim parar aqui.;Parauapebas, Brasil
23786;60764614;bhahelen;1021;Oh, definitely...;she/her 
23787;2826819695;jardelferreiro;118442;• Ator • Escritor • Modelo • Libriano 💛Juan💛;Curitiba, Brasil
23788;1279141648245686272;fairyyolga;41;Vim pra cá só pra ter mais um lugar pra reclamar da vida.;
23791;8244182;mooglez;1386;believe;Porto Alegre, Brasil
23792;63861924;flbruna;352;uso o twitter para reclamar 🔵⚪️⚫️;Rio Grande do Sul 
23793;1263110983352037376;DeixaGabi;1719;“Coração quando aprende a voar, não tem medo de altura”;Em algum lugar...
23794;60421593;KarolenPassos;632;Jornalista viciada em chá preto e séries de TV. Editora-chefe do @lesbout_br 😉🌈;Rio de Janeiro, Brazil
23797;4442881462;euatos;1870;sou artista digital no insta e estudo química na unb; 📚2/10
23798;151265613;MeMarijuana_;98;Em delírio eterno vive a alma que em si mesma encontra a fonte da felicidade.;
23799;34863768;AndrezaPassoni;49;;Araraquara
23800;1010961034113437697;flwr_sn;230;vegana, mãe de 7 gatos, modelista do vestuário, cheerleader;
23801;1329138818952421377;kafrnnds;18;Be the best version of you.;SP
23802;1010028791983493120;PenteadoBueno;14;AnaBueno;Curitiba, Brazil
23803;1961036988;ElayseMoura;14;;
23806;194242214;ysllia;665;Sendo um fracasso desde 1990.;
23807;950780751083134977;ZiglioOlivia;50;Love at first bite;Sao Paulo, Brazil
23808;1311067989710721024;luh_greenheart;4764;🎓Adm📋 | MBA² 📊📉 | ♒ | 👩‍❤️‍👩 |Mãe do Zé da khira da Jojo e do Théo 🐾🐱 @palmeiras 💚🐷  café ☕ cerveja 🍻 Jogos 🎮 ⚽ @FCPorto 🐉💙🇵🇹;Marte 🌍
23812;153106990;Fabiodental;132;;
23813;1268396296479617026;marciobariani;69;arq e urban @fauusp * espec asses parlamentar e política @fespsp * espec gestão políticas públicas @eachusp * técn e gestor legislativo * SP * PAI de PET🦊;São Paulo, Brasil
23814;53671368;sandro_paiva;78;;
23815;381034301;luizamo_;228;• the best kind of mom friend •;
23818;1228462153335758849;Matuzza_;35;Aquele que faz o bem, recebe o bem !;Sao Paulo, Brazil
23819;211212620;Naiompas;668;sorria e acene;logo ali
23820;51522191;prof_thiago;964;Matemática, viagens, cozinha, anti fascistas, professor, running, Jiu Jitsu e BBB. Fogo nos racistas! A bandeira do Brasil é do Brasil!;Porto Alegre, Brasil
23822;25038405;wlonghi;887;All that is gold does not glitter, not all those who WANDER are lost;Mato Grosso
23831;14628402;minusculas;476;cofundadora do @pyladiessp e uma apaixonada pelo @treinadev;São Paulo, SP, Brasil
23832;62911057;Lzmrtn66;95;Brasil;Canada
23838;1556811524;rmfejer;76;📈📉📊 Crypto/Nft’s/Ibov;Rio de Janeiro, Brasil
23842;1088041478528688129;niviaomoto_;46;uma surtada vibe, namastê poha 🙏✨;Sao Paulo, Brazil
23843;63626767;aanalivia;1040;Community Manager | Moderadora ✉️ naliviagf@gmail.com;São Paulo | SP
23847;1166392175208386560;TheVindicator8;537;;
23848;959156953;garciaabravoo;10541;🔈🎶 Brava gente, brasileira! Longe vá temor servil, viver a pátria livre ou morrer pelo Brasil 🎵 📌 Ideologias nos separam, sonhos e aflições nos unem.;Brazuela
23850;737018490532532224;DrixEmerenciano;3583;Gateira, Advogada e amante da fotografia. Nascida no calor do Nordeste Pernambucano e apaixonada pela Patagônia Chilena.🇧🇷 ANTIPT.;Olinda 
23851;1305853945856888832;hyuitboy;231;;
23852;816463306378584064;heloa_araujo;183;carenteestranha einsuportável;Salvador, Brasil
23855;1165556110436311040;eduardocl21;51;Fé no Criador 🙏;
23856;1332060995246821385;belwannessa;0;;
23857;1117575697;Yasmin1Bruna;379;Santista *Sagitariana 🥰🥰;Brazil
23858;159447447;Souzapassi;636;;Goiânia Goiás/ Brasil
23859;1044046329968775168;so_nhadora;1475;❥ 데보라 ♡ ❥ 𝓗𝓸𝓵𝓪 🌻✨ ❥ 𝓢𝓮𝓪 𝓶𝓾𝔂 𝓫𝓲𝓮𝓷𝓿𝓮𝓷𝓲𝓭𝓸 .. 🌻✨ ❥ 𝓓𝓸𝓻𝓪𝓶𝓮𝓲𝓻𝓪  💟;
23860;289357506;IlmadaSilva;196;senhor eu creio mais aumentai a minha fé https://t.co/1YZov1ESXm snap Ilma.couto;são paulo
23861;143947800;vanpgb;374;meio doidinha, mas legal;São Paulo, Brasil
23864;954826884134723588;Jhonplsz;16;;Betim, MG
23866;829463698402136064;ludwgreys;1556;Pode se encontrar a felicidade mesmo nas horas mais sombrias, se a pessoa se lembrar de acender a luz.;
23867;1120355346474766336;lcmenegatti;255;;
23868;4634067915;jeheufrasioo;27;;
23869;37067019;vanies;182;👽📞🏡;Salvador, Bahia
23873;1306565753311817731;Coutt0;19;;Sao Paulo, Brazil
23875;40169312;fe_dornelles;199;Viciada em séries,apaixonada por bichos, totalmente taurina e a louca das plantas.;Brasil
23876;881724604586315776;negryssa;333;Evacuando e locomovendo ✨;Beloryhills 
23877;54700194;milacamargos;369;;Rio de Janeiro - RJ
23878;18619875;miltonsouza;339;Create a life that reflects your dreams, live a life that defines your purpose.;São Paulo
23879;4745671763;personalclaudi1;62;;Alphaville Empresarial, Baruer
23880;85395457;gabiin_oliveira;198;;Uberlândia, MG
23881;63281946;amairaao;892;Mestrando em Economia no CEDEPLARCruzeiro 💙,Maroon 5,Diego Boneta,Maite Perroni;
23885;748631209547284480;andrerosab;608;Brasileiro, Patriota, Cristão, Conservador, Família, Armamentista, Liberdade de Expressão, Politicamente Incorreto.;
23889;814137374;TerraEmilia;21;;Chaves, Portugal
23894;449770327;WillianFranco25;438;Instagram: willianfranco25;
23895;1278899124469981189;owlseli;1735;— 3w4 | 361 | 17y 🖇️;ele/dele - ela/dela  
23897;211172067;introvertedlisa;258;eu tô aqui pra reclamar;
23899;988544432956956672;kihorrorkinojo;1844;este perfil eh dedo no cu e gritaria;Florianópolis, Brasil
23901;980637031662530560;anapfersilva;45;Filha do Rei ✝️Direito 4/5 PUCPR ⚖️XX,Maringá-PR;
23903;219104833;iLucasLobo;7843;ache o que quiser 😮‍💨;São Paulo, Brasil
23905;4788278057;lean_thinkerBR;1264;"Brasileiro que sonha e trabalha pra um 🇧🇷 melhor. Regras da casa: respeite, e será respeitado; flw = flw; unflw = unflw; Block=Block; perdeu a linha, Block.";Curitiba, Brasil
23906;92562073;GabbaFernandes;532;ele/deleopiniões sempre minhas, ok?;São Paulo, Brasil
23907;1593684716;ny4ncake;622;hutao & nilou main ୨୧ @irelia_is_back ❤️;ela!dela 𖤐 AR59
23909;3593884155;_gabsmotaa;240;;Guarulhos, São Paulo
23911;1184178153511641090;Bruna1987_;12262;Qué difícil es ser yo. #TEAMSTALLION;São Paulo, Brazil
23912;789905188232564740;mauriciodro11;15;;
23914;1331817024595628032;VAILIMPARACASA;1;•o futuro não importa. O que importa é o amanhã...𝔻𝕚á𝕣𝕚𝕠 𝕕𝕖 𝕦𝕞𝕒 𝕡𝕣𝕚𝕟𝕔𝕖𝕤𝕚𝕟𝕙𝕒,2030;
23921;342339060;joneswave;1617;Um PAI pode ser o HOMEM mais comum transformando em HEROI pela REPONSABILIDADE e pelo AMOR;Belém, Brasil
23922;2463776558;joocarl85230660;2202;Bolsonaro desde 2014;São Paulo,  vila Matilde
23923;183826300;CENSURADA22;2721;;
23924;2589775405;TavaresEla;1384;;
23926;229182524;GabiiMizerani;368;Aquariana ♒️ Mineira 👧🏻 26 anos 🎂 Direito ⚖️ Instagram: @gabiimizerani;Belo Horizonte, Brasil
23930;1268654362055843841;lilian_lucchin;251;Ainda acreditar;
23932;4405718842;juuhungaro;114;Instagram: juju_hungaro;Santa Catarina, Brazil
23933;57185536;edmundocalmon;3525;Para o mau triunfar basta o bem não se manifestar. Edmund Burke;Uberlândia, Brasil
23935;327532366;AnaRocha__;457;;Porto Alegre
23936;1278753743274737666;airjosph;2536;͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏͏ ͏ ͏ ͏emeraude, 1989 • a/ela/- a ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏;
23937;1275257460266274818;MarciaC07566053;108;;
23939;1113927033413935105;joepg2019;197;EU CONFIO EM BOLSONARO!;
23941;16461476;egty;3244;APOSENTADO POR DOENÇA GRAVE, BATALHANDO POR UNS TROCADOS NESTA PANDEMIA. TODA AJUDA NAS INSCRIÇÕES SERÃO BEM-VINDAS! https://t.co/5eMAxEeqju;São Paulo - SP - BRASIL
23942;1268246014009450496;betaniaPamorim;9;Publicitária que trabalha com tecnologia e deveria ser um meme na internet, alô bbb você tá me perdendo!;Belo Horizonte, Brasil
23943;246998511;JuxPopuli;1026;Se você não pecar, Jesus morreu à toa.;Interior do Brasil
23945;13651352;gueko;569;{ 𝓈ℴ𝓊 𝒹ℴ𝒸ℯ, 𝒹ℯ𝓃𝑔ℴ𝓈𝒶, 𝓅ℴ𝓁𝒾𝒹𝒶 };São Paulo, Brazil
23946;1249820048841158668;Pessi4898;151;;
23947;1095457276935192576;LuizaZapater;14;meu escritório deveria ser na praia 🏝;Bauru, Brasil
23948;341146058;tatah_ribeiiro;378;Linda, ansiosa e um pouco surtada 💋;Belo Horizonte
23949;38596859;joicekarine;523;Q;Joinville, Brasil
23950;123595638;oleoliveira_;1211;INTJ-T | IT Governance Analyst | 📚 Bookaholic | 🤖 UiPath Certified | 🏳️‍🌈 Gay | ❎ Xbox | Tweets in 🇧🇷🇮🇪🇷🇺 He/Him|Ele/Dele Trust no one 🌌 #EleNão;Votorantim
23951;2973940551;serafinife;634;;
23952;69416699;marinotodan;257;aprendi a assobiar um pouco e eu não lembro de nada;Sao Paulo, Brazil
23953;933799462098685952;PatriotaOnline;4959;"Diarista em casa de família e Garoto de programa. -""Nem esquerda, nem direita. Sou um ser pensante que não nasceu para ser gado, ou massa de manobra de ninguém""";
23954;243462438;jofaldin;1760;Juntos Por um Brasil Melhor para Todos. 😎 👉👉;São Paulo, Brasil
23956;3793074916;jgoliveira99;625;Não dê o peixe, ensine a pescar. Júlia ❤️;Macuco, Brasil
23958;180058778;catrinaemlua;1953;Pra nazi nem água;Mordor
23959;77643440;allineanderson;299;Carioca Caxiense de trinta e poucos anos, casada há mais de 10anos com o melhor homem do mundo hahahha. Simmmm, ele é incrível!😬❤😍;RJ, Brasil
23960;1002108392922664960;oaurelinho;10458;publicitário. analista de processos em franchising. pai de pet. apaixonado por comunicação. geminiano instável, mas não muito.;São Paulo, Brasil
23961;39145543;gabi_gabrielaa;109;;Brasil
23963;427853506;karolpatricioo;543;nesse site so ha reclamações;Sangão, Santa Catarina
23970;11573562;stellarv;169;O perfil é meu e eu falo o que eu quiser.;Rio de Janeiro, Brazil
23972;87776895;nicolesumar;214;rindo no twitter e chorando na vida;
23974;1031618864973537280;nanan1nanao;314;falo abobrinha e posto link do spotify (ela/ele);Porto Alegre, Brazil
23979;1165433508258549762;SoldadoBrasile3;2354;Jair Bolsonaro me representa! Espírita, trabalhador, amor a Deus e à família. Pátria Amadíssima BRASIL 🇧🇷;
23981;4646440096;ktaehyood;1061;• fan account • desequilíbrio mental, animes, flamengo e viadagem • ela/dela •;seokjin te ♡ e estou com sdds
23982;1267986433110835203;rafaelgonzagap;1965;Ele/Dele • Mais um publicitário falando sobre cinema, música, política & cachorrada. 🐕🏃🏻‍♂️ https://t.co/hMHghsmJwK;Ribeirão Preto, Brasil
23983;233623591;Fabiolla_Nunes;668;A desgraça é nossa maior chance- Ichiya;Vale do silêncio
23984;231930046;brigaadeeiro;4602;negro, gordo, 30, publicitário, diretor de arte, trabalhando mas aceitando freelas. inclusive: https://t.co/vmOAVtSUt3;Maceió, Brasil
23985;1261295133670203393;MariaSocorroBr4;2390;;
23986;2444339574;ClovisArtur1;2051;Estou com Bolsonaro, contra o Foro de S. Paulo, o PT, suas linhas auxiliares e o politicamente correto.;
23990;54975966;trindadetr;423;Apenas um rapaz latino americano sem dinheiro no banco sem amigos importantes (mais queridos ) e moro no interior...;Juiz de Fora, Brasil
23991;36993251;cassianoverso;215;i don't start shit, but i can tell you how it ends 🙃;Sao Paulo, Brazil
23995;1106990578791788544;BernadeteWinkl4;1652;;Caxias do Sul, Brasil
23996;2185899035;dainaraaaa;104;twitter feito pra jogar indiretas e reclamar da minha vida;Marabá, Brasil
23997;1048251622609104896;Guto19571;181;Superação💪🏻🇧🇷;Eagle nebula. UN
23998;51755087;LEVIGERMANO;1040;;cwb-parana
23999;51045000;FelipefrMacedo;1400;Brasileiro, Rubro Negro, anti esquerda e anti corruptos e seus defensores. Conservador, Empreendedor e Patriota;Porto, Portugal
24000;1037152208754823168;FabioTalhari;132186;Advogado desde 1992, professor em Direito Privado e Economia, articulista e comentarista.;São Paulo 
24001;323449070;GioAmorosini;216;• 1996• To the sea•;Rio de Janeiro, Brazil
24002;242453438;tataaalves;265;Olar 🥺;Brasil
24003;1046949246774194176;anac_scosta;27;Direito ⚖️ | +55 011 | Kaique Rios 💍;Guarulhos, Brasil
24007;917428348732739584;nayaratrovao;55;🧀🔺️ Mineira raiz, de BH uai!🐔 🖤 Atleticana de corpo, alma e coração 🤓 🤩 Doutoranda DHAES🏃‍♀️⛰️ Corredora (de ruas, montanhas, aventuras e da vida 😅);Belo Horizonte, Brasil
24008;1264258481508548608;Jaderbs23;37;Jesus Cristo É O Senhor...Eu sou Cruzeiro...Por enquanto é isso...;
24009;2319927156;iPandinhe;334;Se ainda existem pessoas, então ainda existe um motivo para eu reclamar.não-binário. pan.;Recife, Brasil
24011;59950468;LeonardoArpini;44;Quando o mundo estiver unido na busca do conhecimento, e não mais lutando por dinheiro e poder, então nossa sociedade poderá enfim evoluir a um novo nível.;Espirito Santo
24015;1148388888169369602;opressor_es;8730;𝑴𝒆𝒖 𝒕𝒘𝒊𝒕𝒕𝒆𝒓, 𝒎𝒊𝒏𝒉𝒂𝒔 𝒓𝒆𝒈𝒓𝒂𝒔.O coração do sábio vai para a direi­ta, mas o coração do insensato para a esquerda. Eclesiastes,10 - 2;POR AÍ...
24017;1267981533580795905;GioGio_Martins_;20;;
24021;1244757037638135808;imperium3817;375;Conservador, patriota, cristão e monarquista;Limeira, Brasil
24023;1181932486470885378;DeBeltrane;720;;Espírito Santo, Brasil
24024;22481846;PCSR42;2232;Palmeiras, óbvio 🐷Aqui consideramos Orbán e Maduro a mesmíssima merda.Queria comer pastel...;Campinas, Brasil
24026;1254862824272269312;DarioReserva;12201;VERDADE É O QUE IMPORTA.  VETERANO do EXÉRCITO BRASILEIRO. Minha conta reserva é @de_dcg.       🇧🇷 🇧🇷 🇧🇷GETTR  @Dariogoncalves;São João del Rei, Brasil
24028;799923676082794496;juliagpereira11;567;Que falte tudo, menos Deus! 🙏João Gabriel 💙👫;Macuco, Brasil
24035;22761119;Isajewel;241;DJ e produtora da @bunker49df;Brasília DF
24036;1490912323;RCastigatM;2975;;Rio de Janeiro
24037;1111334234562719750;Idalina67791490;472;Amar a DEUS acima de tudo e todos. Cristã. CCB.Fechada com Bolsonaro até 2038Sem paciência com esquerdopata idiotisados  difamadores do presidente Bolsonaro;
24038;493002286;caromedy;1074;;
24039;271576299;nabru_baj;479;precisando tirar um cochilinho;Brasília, Brasil
24040;1329802946465456128;eulauraam;11;Child of mine;
24041;434478112;dstorf;17;;
24044;2857925205;onemoregilmore;1726;um perfil altamente aleatório, mas não ao ponto de apoiar o bolsonaro;
24045;1339359030612021248;ManuelS68838746;11;;
24046;1296785036625289217;mblauk;9;22;Ela/dela
24047;1447191733;Naizarz;73;;João Pessoa
24048;1195078413285044238;Leca0606;121;;
24050;1192612960155381760;pdamariateresa;10;;
24054;3322321107;TMVellego;18;@TMVVellego;
24055;1109982074797211648;LaercioPanato;6125;Coaching executivo e Consultor em Estratégia e Gestão Comercial. Leal e decidido! Democrata, não suporto PT e agregados. Deus acima de tudo.;Sao Paulo, Brazil
24056;3002295753;dribarbosa17;185;;Osasco, SP
24057;902376945526165505;MarinilseO;6897;Notícias Política Animais;Alemanha
24058;3071193040;lettertvante_;768;Even the scɑrs mɑde by their own mistɑkes ɑre pɑrt of their constellɑtion...                      fɑn ɑccount | elɑ/delɑ | vhopekook utted@BTS_twt ⬸ stɑn;
24060;1287163699967545344;PH_1978;5;;Sao Paulo, Brazil
24062;2728651439;evilqueeno;917;sagita com asc em áries e lua em escorpião… bom, eu avisei!;
24063;1432989974;StaBeto;4724;SOBREVIVENTE;Brasil
24064;907378146428833792;CarlaSalles17;9980;;
24065;264382324;Klecart85;661;Flamengo & Vozão de Coração S2😎Conservador.Brasil acima de tudo!!!🇧🇷🇧🇷Republicano (USA🇺🇸);United States
24066;712488722407809026;ElaineElaEla;17;;
24067;837476393755815937;ErikaFe65265372;7;📚estudanteAguardando ansiosa pelos dias de Glória!;Curitiba, Brazil
24068;62409892;thauanecooper;99;"So what if you can see the darkest side of me?No one would ever change this animal I have become";São Paulo
24071;1225156716607700993;RosaBeniz;2;💫Maria Rosa💫06/09🎉💫virginiana♍ 💫15years;
24072;1256785245682176001;hidroxobiroliro;790;Êta nega tu é feiaQue parece macaquinhaOlhei pra ela e disseVai já pra cozinhaDei um murro nelaE joguei ela dentro da pia;
24073;73757714;mywhitenights3;523;;Brazil
24076;87245383;danonyys;332;Feminista de Xiaomi;Depende do Universo
24078;56751474;Anderson2512;1538;🇧🇷🇮🇱🇧🇷🇮🇱BRASIL ACIMA DE TUDO E DEUS ACIMA DE TODOS🇧🇷🇮🇱🇧🇷🇮🇱;United States
24079;51483202;MaruseraChi;122;treat yo' self.Bióloga. Mãe de bicho e planta. Amo cozinhar.;Brasília
24080;952979948934967297;urukihai1797;390;formado como técnico em segurança do trabalho, bombeiro civil, futuro sargento do exército Br. apoio total a Jair Bolsonaro, conservador-direita 🇧🇷😎👉👉🫡;Coqueiro, Belém
24082;9716772;cillacarvalho;124;Publicitária, no EaD desde 2002 (Designer Instrucional, Conteúdo e Tecnologias de Aprendizagem). Trabalho com: DI, Presença Digital e Metaconteúdo.;São Paulo, SP, Brasil
24084;1176092215074054145;UAUBox;930;Seu melhor momento de autocuidado 💜.;Jundiaí
24085;1108840586335916032;ninalovemetal;3207;💚💛O Senhor é meu pastor e nada me faltará!!💚💛JB 2022  💚💛👉💚💛;Brasil
24086;241189684;joicy_B;271;1996.;São Paulo
24087;902589417638043648;ATLBUENNO;2943;🙏Conservador, Patriota e Torcedor do SPORT CLUB do RECIFE!#BolsonaroReeleitoNoPrimeiroTurnoEm2022🇩🇪🇩🇪🦁🇩🇪🇩🇪🇧🇷🇧🇷😎🇧🇷🇧🇷😉👉👉👉👉;Recife, Brasil
24088;764905091904237568;VenturiniDiogo;3164;Você não faz idéia das coisas que você perdeu enquanto não me seguia...;Rio de Janeiro, Brasil
24090;1236947335533527040;ConterVanderlei;59;;
24092;806933473;ROSSHC2007;41;Ross;
24095;1285301024086020105;JoanaStone5;122;Universal struggles. Heel account.;couldn't/care/less
24097;1323234002900340743;adv_paulino;2558;CRISTÃO. ADVOGADO.CONSERVADOR .ACESSO A ARMAS.https://t.co/5NyKs2ov2Jhttps://t.co/riXdU91dhd;São Paulo - Santo Amaro
24098;749465952;JosianaZs;37492;🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷;Los Angeles, CA
24099;57676786;Cavadas38_1;1996;Deus salve o Brasil;Taboão da Serra, Brasil
24101;1030629280986877952;RoniVilar;866;..e Xerxes disse a Leônidas: renda-te,  entrega tuas armas! E o Rei Leônidas respondeu: vêm pegá-las!;Parnamirim, Brasil
24102;1328869499475517441;Merlin2220;10;E a da foto é Channel. Não, ofende não! Que é de estimação.🐽;Brazil
24103;55034130;HughHonorato;200;👹👹👹👹👹👹👹👹👹👹👹👹🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁;Brazil
24104;810065444;EtnWander;1063;Interesses: Teologia, filosofia, música clássica, óperas, orquestras, livros, documentários, política, história e xadrez.;
24105;1211269378932523008;AloisioEckert;158;'Nós cidadãos, somos os legítimos Senhores do Congresso, não para derrubar a Constituição, mas para derrubar os homens que pervertem a própria.' A.L.;São Paulo Brasil
24106;188910489;lidiacarvalho3;1498;"""DEUS SALVE O BRASIL"" !   🙏🏻🙏🏻🙏🏻💚💛BRASIL acima de tudo, DEUS acima de todos.🇧🇷🇧🇷🇧🇷LIBERDADE para o povo Brasileiro   💚💛";Orlando, EUA
24107;1264908552570908675;AmadaPartria;1205;Brasil acima de tudo, Deus acima de todos. Cristão.Três Valores mais importantes na Vida - DEUS, FAMÍLIA, PÁTRIA.;Brasil
24108;1317985867743494146;MovimentoPonta;20;Movimento Conservador de Ponta Grossa;
